1106633;2;;;454.5;1026211;2019-03-09 23:06:41;8003437834004;KOHSP60602;;1
1022864;4;;;160.2;;2019-03-09 23:06:41;4013833004738;28VLE5500WG;;1
1090839;0;;;45.0;;2019-03-09 23:06:41;8809263934051;KARTKIT2;;1
1087278;12;;;12.6;;2019-03-09 23:06:41;3527570050923;SC160ACLBLK;;1
1119625;0;;;110.7;2556;2019-03-09 23:06:41;8003437233807;AKR4411IX;;1
1219;0;;;14.56;;2019-03-09 23:06:41;3760163000466;FSE5040;;1
1134758;0;;;112.5;;2019-03-09 23:06:41;8003437766848;AGS134/WP;Sur commande;1
1022862;0;;;126.9;;2019-03-09 23:06:41;4013833004721;22VLE5520WG;;1
1035460;1;;;1153.3;;2019-03-09 23:06:41;3596150191486;660173;;1
45373;0;;;448.2;;2019-03-09 23:06:41;4242004118091;K4400X7FF;Sur commande;1
1005217;0;;;27.0;;2019-03-09 23:06:41;9876540002597;TSHIRTHGMPC;;1
109497;0;;;810.0;;2019-03-09 23:06:41;4002515309179;DG6100IN;;1
46055;0;;;1.96;;2019-03-09 23:06:41;5420037645107;AS10;;1
